기간,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,최대,최소,가중평균
2037/09/01,134.03,107.46,107.22,106.78,106.66,106.66,107.07,107.46,119.61,142,142.38,143.88,144.73,144.73,144.73,148.06,161.93,161.93,161.93,162.21,160.88,160.08,159.66,136.22,162.21,106.66,139.44
2037/08/31,146.64,143.85,107.42,107.42,107.43,107.43,107.42,144.45,143.23,141.7,144.32,144.32,148.53,184.68,148.65,148.65,148.66,146.84,160.08,160.24,164.37,161.12,143.74,140.47,184.68,107.42,144.06
2037/08/30,128.88,106.94,106.4,106.65,106.43,106.94,106.97,142.87,145.49,146.44,149.06,149.05,147.45,149.05,155.78,159.32,161.12,161.12,144.57,144.21,144.21,144.21,143.48,141.6,161.12,106.4,140.13
2037/08/29,128.88,106.76,106.45,106.4,101.44,106.45,107.32,144.29,146.17,147.05,146.97,146.95,146.61,146.91,149.35,148.03,148.03,148.04,147.78,143.3,146.78,143.3,143.07,137.98,149.35,101.44,138.07
2037/08/28,139.43,125.33,106.78,106.76,106.76,125.33,131.15,142.27,144.11,151.88,155.88,155.87,155.44,160.41,160.41,160.41,148.58,147.76,148.58,148.03,144.16,144.15,143.32,141.15,160.41,106.76,143.86
2037/08/27,140.05,136.2,129.24,127.47,127.47,129.07,139.25,141.43,143.99,159.13,159.13,165.58,158.58,158.58,161.26,161.28,158.58,158.58,159.13,159.13,157.47,157.16,142.04,141.48,165.58,127.47,150.89
2037/08/26,128.98,106.91,106.91,106.62,106.33,106.91,106.93,143.2,143.79,157.08,157.29,157.29,157.29,165.35,176.59,165.24,205.34,159.97,160.35,160.35,159.68,157.16,156.8,141.36,205.34,106.33,149.97
2037/08/25,140.48,107.61,107.61,107.29,107.29,107.4,107.61,143.57,141.87,144.13,144.13,144.13,144.76,149.27,148.25,144.76,144.73,144.74,160.49,163.23,163.04,163.04,163.56,142.22,163.56,107.29,141.43
2037/08/24,140.42,107.41,107.42,107.42,107.42,107.42,107.41,143.22,141.69,142.4,144.66,149.72,149.71,149.71,160.36,159.67,148.07,148.07,163.04,163.61,159.12,159.12,159.12,143.39,163.61,107.41,143.27
2037/08/23,137.43,136.34,136.34,125.89,124.05,135.61,135.75,141.34,144.05,158.29,158.29,157.96,160.75,160.75,160.75,164.82,164.81,158.55,159.48,161.06,161.3,158.88,156.73,139.65,164.82,124.05,152.11
2037/08/22,143.3,136.96,138.07,129.07,129.07,138.73,140.77,141.18,146.13,152.51,157.69,158.25,158.25,158.25,158.72,160.39,160.39,160.39,160.94,160.94,159.21,158.99,156.77,141.62,160.94,129.07,151.99
2037/08/21,143.3,138.11,135.8,128.99,134.42,138.35,140.1,140.75,146.38,156.11,183.92,187.83,179.68,185.96,183.62,178.68,158.99,158.99,159.54,159.54,159.54,156.59,156.59,141.05,187.83,128.99,158.56
2037/08/20,142.76,139.19,136.82,136.82,136.82,139.19,139.19,141.52,146.29,157,157.01,191.98,179.46,188.43,188.43,199.74,179.46,179.16,159.03,159.03,157,146.17,143.8,141.88,199.74,136.82,160.22
2037/08/19,135.76,135.76,106.85,106.85,106.85,106.85,133.93,144.8,144.01,157.87,159.03,158.48,158.48,197.62,194.26,172.57,172.57,158.48,159.03,159.03,159.03,157.22,156.3,141.25,197.62,106.85,153.03
2037/08/18,140.18,143,135.88,107.57,107.55,107.55,107.57,143.37,141.53,144.86,146.23,146.35,146.71,148.94,146.72,153.25,159.25,161.5,161.77,162.05,159.63,159.44,159.44,140.72,162.05,107.55,145.26
2037/08/17,140.83,137.15,137.16,130.46,125,129.13,130.46,142.59,141.95,143.88,149.06,149.61,149.6,197.4,161.65,161.65,148.46,146.68,160.6,162.2,158.34,159.23,159.23,140.42,197.4,125,150.16
2037/08/16,139.87,136.13,136.13,129.36,124.13,129.55,141.21,144.3,143.78,157.04,156.88,156.88,156.88,156.96,157.57,160.59,160.59,160.59,160.87,160.87,159.05,160.36,158.39,158.16,160.87,124.13,152.04
2037/08/15,146.55,138.34,138.44,138.44,138.44,139,139.52,141.71,146.16,145.98,146.83,146.98,147.19,148.19,159.03,159.03,162.62,147.66,163.17,161.36,160.48,160.41,160.2,141.92,163.17,138.34,150.07
2037/08/14,146.97,137.16,138.34,137.16,124.46,137.16,139.65,140.88,146.27,158.17,158.17,159.9,159.9,160.88,160.92,160.91,159.9,159.9,227.34,205.6,207.15,158.03,157.62,156.32,227.34,124.46,161.19
2037/08/13,144.6,138.84,139.26,138.85,125.21,138.88,139.26,141.26,143.82,157.72,157.72,157.39,157.39,162.32,162.29,162.29,159.98,159.98,160.53,160.53,207.14,209.73,157.7,157.7,209.73,125.21,157.99
2037/08/12,137.52,135.54,127.64,121.34,106.91,125.1,135.41,143.64,144.1,156.88,157.63,157.47,157.47,158.24,158.25,199.25,160.47,160.47,200.11,223.99,201.78,206.75,209.48,156.07,223.99,106.91,164.09
2037/08/11,157.76,157.66,107.69,107.4,107.4,107.69,107.69,138.62,139.96,142.72,144.72,142.72,145.53,146.52,145.53,145.53,146.52,161.18,203.46,205.13,161.73,161.73,160.24,158.05,205.13,107.4,149.05
2037/08/10,155.25,138.42,130.52,129.42,125.07,130.64,139.03,143.55,142.01,142.01,157.85,157.75,157.75,159.19,159.19,161.82,161.74,160.95,204.6,160.98,160.98,160.17,157.8,141.94,204.6,125.07,153.74
2037/08/09,137.35,136.13,129.61,126.07,125.71,135.13,135.81,142.14,147.67,157.3,157.68,157.51,157.51,157.51,164.42,198.92,164.41,160.89,161.31,205.05,160.29,161.44,156.12,156.12,205.05,125.71,156.53
2037/08/08,139.35,135.68,126.34,124.57,124.75,129.79,135.8,141.91,145.64,157.63,157.63,159.71,160.19,179.82,160.19,160.19,160.19,160.19,203.16,204.83,159.58,160.73,156.06,156.06,204.83,124.57,157.15
2037/08/07,156.27,156.27,124.82,124.62,124.62,128.38,135.8,141.31,146.07,156.54,159.7,160.07,159.15,161.91,161.86,159.15,159.15,200.98,232.16,232.16,226.18,157.97,159.7,157.35,232.16,124.62,165.41
2037/08/06,142.76,135.79,135.14,127.77,128.9,129.37,141.6,141.6,145.74,157.61,157.61,157.44,157.44,195.73,188.78,199.39,160.38,203.68,160.93,205.36,159.78,160.93,156.05,156.05,205.36,127.77,161.89
2037/08/05,128.98,106.85,106.85,106.85,106.74,106.85,139.48,143.51,145.27,156.71,159.12,158.85,158.85,158.85,183.24,203.37,158.85,158.85,158.85,159.12,206.73,159.4,158.97,156.93,206.73,106.74,153.42
2037/08/04,140.71,138.69,107.69,107.43,107.08,107.08,107.66,142.37,141.59,141.59,148,147.01,158.42,149.09,158.08,145.77,142.97,158.74,159.41,164.18,162.84,161.76,161.66,158.14,164.18,107.08,144.66
2037/08/03,141.23,107.54,107.54,107.3,107.07,107.54,107.54,142.14,147.92,146.82,146.7,156.96,157.68,158.4,158.4,158.9,161.75,160.18,161.14,161.14,162.22,162.3,157.01,140.98,162.3,107.07,145.41
2037/08/02,144.37,129.99,127.85,106.79,126.45,129.99,141.35,141.76,146.58,147.44,157.86,157.7,157.7,157.7,157.7,161.57,161.57,161.57,160.39,162.12,159.56,160.39,160.39,156.3,162.12,106.79,151.2
2037/08/01,145.62,106.8,106.8,106.78,106.78,106.8,106.8,138.76,142.62,146.27,148.31,148.27,147.12,148.23,148.23,147.76,147.1,160.05,162.59,162.69,160.95,160.95,158.97,142.35,162.69,106.78,142.98
2037/07/31,124.16,109.89,101.52,101.52,101.52,101.52,120.88,134.16,137.99,140.33,142.35,143.33,143.29,153.88,153.88,153.88,153.88,156.85,156.51,157.57,156.91,156.64,152.53,132.74,157.57,101.52,140.3
2037/07/30,125.01,100.02,95.3,95.3,95.3,95.3,100.57,118.52,138.16,140.78,143.59,144.2,142.62,142.94,153.41,156.68,156.68,155.67,154.61,154.88,154.98,154.81,154.48,133.29,156.68,95.3,137.27
2037/07/29,124.19,100.23,95.3,95.3,95.3,95.3,100.58,121.12,135.31,138.55,138.58,138.58,139.02,151.99,139.02,153.04,153.04,157.62,156.13,156.13,155.26,156.13,151.69,151.69,157.62,95.3,137.08
2037/07/28,124.53,101.06,100.74,95.2,95.2,96.06,96.06,101.56,127.22,181.23,139.21,179.24,139.53,139.15,139.79,141.66,141.53,141.68,153.99,157.22,181.45,154.84,134.11,118.97,181.45,95.2,135.32
2037/07/27,136.39,120.05,115.19,102.03,102.03,102.03,104.88,104.88,136.79,139.53,145.42,147.48,151.85,151.85,150.07,145.03,139.5,139.48,139.51,141.9,141.9,139.32,135.52,135.52,151.85,102.03,134.14
2037/07/26,125.12,101.83,100.74,100.95,100.95,100.95,120.34,132.8,139.02,139.02,149.79,155.53,154.1,174.79,208.9,208.9,154.1,152.24,152.4,141.32,140.2,139.02,138.01,134.72,208.9,100.74,143.62
2037/07/25,130.73,103.77,100.11,100.11,100.42,100.42,120.65,134.17,137.99,141.76,143.71,154.62,142.32,154.95,156.38,143.62,141.76,141.76,142.45,153.28,153.28,138.59,137.91,133.36,156.38,100.11,136.46
2037/07/24,124.26,103.7,99.86,99.86,99.86,99.86,120.62,133.67,139.02,150.42,144.29,152.21,142.16,143.74,153.89,153.56,144.29,156.01,156.28,156.28,154.16,154.16,137.85,134.72,156.28,99.86,138.84
2037/07/23,130.82,110.1,100.95,99.75,99.75,100.95,127.44,132.25,137.77,146.42,148.52,149.43,144.65,150.88,151.19,179.13,155.97,155.41,153.85,153.98,153.98,136.29,136.28,136.23,179.13,99.75,140.06
2037/07/22,100.41,100.49,99.25,95.22,95.22,100.38,100.38,133.96,138.28,142.07,143.84,144.4,142.68,144.4,144.72,144.32,144.4,139.15,158.14,158.14,158.14,136.95,136.95,136.83,158.14,95.22,134.07
2037/07/21,101.39,100.65,99.9,95.71,95.64,95.71,101.28,101.39,132.91,183.78,138.24,138.27,138.27,142.6,144.56,142.97,141.35,141.99,141.6,155.37,155.61,157.99,134.52,114.5,183.78,95.64,131.9
2037/07/20,124.93,100.97,100.33,99.58,95.57,99.8,100.97,104.6,136.25,137.59,143.29,143.33,143.24,147.15,147.15,143.19,137.56,138.02,138.07,159.5,159.5,137.56,135.7,134.57,159.5,95.57,132.09
2037/07/19,134.55,112.33,100.52,100.52,100.52,101.46,133.79,139.5,138.05,141.6,180.33,154.97,152.38,154.97,154.97,154.97,152.75,152.38,153.07,153.07,153.07,153.07,136.39,136.42,180.33,100.52,142.61
2037/07/18,132.94,112.47,103.29,100.14,100.14,103.44,136.42,138.51,137.84,141.38,141.47,141.48,141.86,141.86,141.85,141.82,141.3,140.58,153.94,153.94,153.94,153.94,136.03,136.03,153.94,100.14,136.75
2037/07/17,124.05,107.5,99.86,99.4,99.4,99.71,103.29,138.35,137.68,141.81,141.81,142.14,140.3,142.1,142.8,142.8,141.78,141.78,155.68,155.68,155.76,136.62,134.3,134.3,155.76,99.4,134.11
2037/07/16,124.19,103.5,99.41,99.41,99.41,99.41,103.5,132.24,138.4,142.12,143.7,154.92,142.91,143.94,143.35,142.91,143.7,142.91,138.38,138.39,138.39,135.81,133.68,132.47,154.92,99.41,132.45
2037/07/15,100.77,95.22,95.22,95.22,95.22,95.22,100.77,104.56,137.22,152.7,139.43,152.65,139.02,152.65,180.14,156.54,155.33,139.43,151.38,151.38,151.38,135.53,133.69,120.01,180.14,95.22,134.53
2037/07/14,101.49,100.57,100.62,95.65,95.75,95.75,100.62,101.08,101.34,104.71,119.41,135.04,135,138.25,138.25,138.25,138.25,138.25,138.25,154.81,154.81,135.52,135.52,121.24,154.81,95.65,123.56
2037/07/13,124.87,105.29,101.18,101.18,101.18,101.18,101.18,106.05,138.09,138,139.27,157.14,139.23,153.26,153.26,153.26,139.25,152.96,160.38,138.1,138.1,137.09,135.36,120.18,160.38,101.18,133.17
2037/07/12,124.19,99.95,99.65,99.51,99.51,99.92,104.59,131.85,151.78,154.3,154.3,151.27,151.27,151.27,156.87,156.87,151.27,151.27,154.17,154.17,154.3,154.3,154.3,132.52,156.87,99.51,140.27
2037/07/11,100.47,100.17,94.93,95.07,95.07,99.9,105.04,132.21,138.23,154.34,154.34,151.21,153.76,153.82,153.76,156.77,153.89,154.34,154.66,154.66,154.66,154.66,154.47,154.01,156.77,94.93,140.01
2037/07/10,124.19,99.99,99.52,99.46,99.46,99.52,138.81,135.89,136.36,144.47,144.47,144.47,138.53,144.47,144.47,153.14,153.9,156.52,156.04,156.04,156.04,156.04,136.37,136.35,156.52,99.46,138.05
2037/07/09,124.19,100.14,99.33,99.29,99.14,99.87,124.18,135.87,138.35,139.73,147.51,138.36,138.32,147.47,148.02,151.09,152.86,155.25,155.77,151.43,155.77,136.39,133.17,133.31,155.77,99.14,136.44
2037/07/08,149.04,99.86,99.5,95.14,99.5,99.86,103.58,132.21,138.21,145.7,139.53,119.08,138.26,118.09,155,159.22,187.56,152.28,154.52,154.52,154.65,136,133.82,132.76,187.56,95.14,136.28
2037/07/07,124.96,101.4,95.43,95.43,95.43,95.43,95.43,101.42,104.74,136.89,136.88,140.6,140.6,138.47,136.88,136.88,136.88,136.88,136.88,156.86,157.12,154.32,136.47,115.67,157.12,95.43,127.76
2037/07/06,135.42,124.67,104.81,100.89,100.89,100.89,102.27,134,134,133.99,138.82,139.32,137.77,138.36,139.06,138.48,139.09,139.32,139.22,138.7,155.93,157.2,134,133.79,157.2,100.89,132.83
2037/07/05,124.19,103.83,99.25,99.25,99.25,99.25,120.82,140.12,137.55,141.51,142,142.57,140.81,141.86,142.56,142.56,141.34,140.17,137.45,157.77,157.77,157.77,134.33,134.32,157.77,99.25,135.05
2037/07/04,105.58,95.99,94.83,94.83,94.01,94.83,105.06,132.04,136.77,143.38,142.86,143,141.63,143.36,143.36,143.1,142.13,138.1,152.59,152.59,152.59,152.59,134.89,117.98,152.59,94.01,131.87
2037/07/03,124.19,95.96,94.97,92.73,93.27,95.79,96.15,133.21,136.82,142.42,143.16,142.52,137.25,140.91,140.94,140.93,157.92,141.18,136.81,136.82,136.82,133.43,134.87,133.14,157.92,92.73,130.34
2037/07/02,124.19,107.51,107.46,99.01,107.31,107.51,107.5,133.15,141.26,144.82,143.59,143.96,143.09,143.89,122.62,143.09,143.66,143.09,138.48,138.48,136.99,133.15,133.57,133.04,144.82,99.01,131.67
2037/07/01,108.35,95.29,95.29,95.29,95.29,95.29,108.35,132.39,142.42,145.45,144.5,153.36,152.99,152.99,154.77,156.09,155.43,153.12,153.12,153.49,153.49,153.49,136.44,136.41,156.09,95.29,137.49
2037/06/30,110.78,95.84,92.28,92.28,91.12,86.83,92.28,95.82,124.55,131.27,132.05,137.12,132.12,132.1,138.81,132.04,132.06,139.42,139.42,139.42,153,137.25,130.37,110.94,153,86.83,123.18
2037/06/29,123.06,97.95,95.16,94.54,93.8,92.31,93.48,102.52,137.05,136.8,137.55,137.74,140.55,137.7,138.68,136.31,137.64,134.24,134.23,134.25,133.5,133.49,132.7,132.03,140.55,92.31,125.81
2037/06/28,119.93,95.5,95.5,92.59,91.44,91.64,99.38,117.1,133.68,136.28,136.27,138.74,138.73,140.19,149.79,149.79,138.7,138.67,153.15,153.26,153.26,153.26,131.43,129.85,153.26,91.44,130.96
2037/06/27,119.93,95.62,94.18,92.88,91.77,94.81,99.51,118.46,130.66,132.68,151.12,150.53,150.53,150.53,152.78,151.54,150.91,150.53,151.12,151.12,151.12,151.25,124.02,113.67,152.78,91.77,133.27
2037/06/26,97.51,92.91,92.02,88.77,88.79,88.83,94.73,102.39,131.17,132.96,134.84,151.77,151.77,151.77,151.77,151.77,151.77,151.77,152.54,152.54,152.54,151.92,151.92,130.47,152.54,88.77,132.53
2037/06/25,169.24,108.99,101.26,98.99,99.12,99.16,101.4,131.4,133.12,136.91,138.46,138.45,137.5,139.13,186.27,158.95,185.09,151.3,149.54,149.54,149.67,149.67,147.75,147.75,186.27,98.99,140.69
2037/06/24,95.47,92.94,90.66,88.6,88.76,93.82,95.31,117.53,137.42,138.34,139.02,139.22,137.74,151.53,151.43,155.62,153.86,153.86,134.84,134.8,131.68,130.58,130.58,115.74,155.62,88.6,127.79
2037/06/23,98.02,93.85,93.97,93.11,92.89,93.91,95.19,99.15,102.03,122,125.28,131.08,131.08,131.08,131.08,131.08,151.97,152.05,152.52,152.65,152.65,152.78,124.1,109.87,152.78,92.89,124.05
2037/06/22,123.12,120.73,98.4,98.4,98.4,98.5,98.4,102.07,121.71,133.94,133.94,139.48,137.97,146.37,146.4,138.45,137.68,133.93,138.1,137.64,138.02,131.8,124.58,110.73,146.4,98.4,126.72
2037/06/21,122.56,109.44,98.98,99.27,99.27,101.63,117.27,132.72,136.13,137.87,139.65,149.85,139.15,167.06,176.97,153.75,150.65,148.15,149.92,149.92,149.92,133.07,131.11,130.06,176.97,98.98,136.94
2037/06/20,117.55,98.42,98.42,98.52,98.52,98.52,98.52,134.41,138.93,138.6,138.43,140.13,135.16,138.32,145.12,143.64,143.64,149.82,138.32,138.27,134.41,134.78,134.78,130.68,149.82,98.42,130
2037/06/19,123.38,101.98,97.45,97.45,97.45,101.44,102.27,135.44,135.36,137.71,139.26,149.23,149.23,149.23,140.68,149.23,141.51,149.42,153.09,153.21,136.2,134.69,134.58,128.34,153.21,97.45,132.66
2037/06/18,120.06,99.81,99.81,98.23,98.08,98.23,132.64,133.72,134.48,138.33,175.21,139.94,138.25,140.58,152.47,116.65,176.09,175.33,149.15,150.73,134.37,134.87,132.64,130.28,176.09,98.08,135.59
2037/06/17,97.58,93.92,93.85,93.85,93.85,93.85,96.7,102.25,136.45,138.64,175.44,149.81,147.31,147.31,151.23,153.89,153.85,150.61,150.27,150.39,150.53,148,148,130.8,175.44,93.85,134.02
2037/06/16,97.91,96.95,95.15,87.41,87.41,95.1,95.16,95.23,95.22,121.11,99.5,118.8,117.2,139.04,120.11,125.61,139.3,153.76,154.76,154.8,156.4,125.68,116.97,99.86,156.4,87.41,118.6
2037/06/15,132.62,98.38,97.18,94.59,94.59,94.59,94.59,96.37,135.61,138.07,138.08,138.08,138.05,138.05,146.21,135.44,135.36,135.37,129.73,136.13,131.1,112.39,105.51,98.87,146.21,94.59,122
2037/06/14,136.8,115.54,108.96,102.48,102.48,102.48,102.48,130.3,135.48,139.04,147.79,140.87,138.99,148.44,150.02,148.43,140.09,138.49,137.06,139.98,137.06,150.74,135.45,132.37,150.74,102.48,133.3
2037/06/13,123.5,115.93,108.71,97.69,97.69,98.33,101.68,134.79,135.52,135.51,139.01,139.29,137.25,139.28,152.04,140.37,140.37,138.73,140.37,141.08,139.55,136.58,132.7,132.67,152.04,97.69,130.41
2037/06/12,135.43,135.38,111.56,111.56,111.56,108.88,123.92,123.92,133.44,136.79,139.33,139.11,136.79,139.29,139.31,149.15,149.15,149.15,149.77,157.49,155.75,148.84,135.5,133.44,157.49,108.88,136.87
2037/06/11,116.05,109,107.84,88.71,88.71,88.71,107.84,126.19,132.73,139.71,140.09,140.09,134.41,140.05,139.57,139.79,138.07,138.07,145.36,154.67,154.67,138.07,136.32,132.86,154.67,88.71,129.66
2037/06/10,108.29,92.67,91.48,80.89,80.89,91.57,108.23,114.34,138.14,139.69,141.14,139.69,134.18,141.92,143.08,143.08,142.16,141.16,134.86,133.03,154.32,154.73,132.41,130.81,154.73,80.89,127.26
2037/06/09,98.85,87.57,87.57,81.77,83.03,81.76,81.76,84.81,97.4,104.34,120.74,145.66,120.16,120.16,120.16,116.86,120.16,120.79,120.73,139.75,160.51,159.14,110.95,100.39,160.51,81.76,112.76
2037/06/08,137.83,135.78,114.67,98.73,98.73,98.73,108.67,98.73,126.39,126.39,140.91,142.39,140.46,126.39,136.14,136.1,136.11,136.11,136.11,140.45,136.31,136.14,136.14,136.13,142.39,98.73,128.55
2037/06/07,117.55,95.83,95.82,89.39,89.39,96.55,108.29,114.28,136.7,142.76,137.51,137.07,136.59,143.94,150.2,137.79,137.79,138.58,134.82,149.41,149.41,134.77,131.86,131.9,150.2,89.39,128
2037/06/06,135,132.58,132.53,112.35,132.52,109.49,110.54,109.49,133.24,134.22,138.87,138.91,138.89,142.79,142.78,139.25,138.44,138.39,138.47,138.92,151.71,151.71,138.25,133.34,151.71,109.49,134.64
2037/06/05,122.6,112.51,111.54,105.41,105.41,105.41,117.54,131.57,136.53,117.71,142.59,136.85,129.98,136.75,142.15,146.53,148.47,146.53,138.83,147.54,147.62,147.7,147.7,132.47,148.47,105.41,132.88
2037/06/04,112.69,109.67,111.25,110.09,111.38,109.67,112.47,110.45,134.34,115.6,149.48,0,0,138.59,138.59,138.6,153.76,151.79,147.63,135.79,152.75,152.75,133.02,133.25,153.76,0,121.35
2037/06/03,87.32,90.06,80.89,80.89,80.89,87.32,97.58,110.53,136.74,117.16,151.14,135.55,132.78,135.82,140.62,117.6,152.66,150.65,134.59,134.94,152.21,152.21,132.47,123.12,152.66,80.89,123.07
2037/06/02,88.88,81.26,81.2,81.2,87.57,91.24,87.57,78.27,40.16,87.57,88.51,94.68,100.08,110.57,104.08,104.08,109.83,110.94,103.6,104.78,110.85,104.2,103.36,100.08,110.94,40.16,94.65
2037/06/01,100.33,93.74,90.02,86.94,90.24,90.24,90.24,94.29,107.7,145.67,0,-75.58,-75.58,-75.58,0,0,110.73,110.45,122.45,124.3,125.6,103.74,103.74,100.42,145.67,-75.58,72.68
2037/05/31,135.88,140.8,111.76,101.32,101.32,111.76,111.57,131.55,139.19,145.36,149.66,142.17,141.48,142.17,142.17,142.17,143,152.48,139.57,152.44,152.44,152.44,141.13,139.63,152.48,101.32,137.17
2037/05/30,140.36,140.36,138.94,102.16,102.16,138.65,117.22,126.43,138.84,143.23,140.54,143,139.75,139.74,139.74,139.55,142.33,142.35,148.57,152.12,152.01,151.13,151.13,139.39,152.12,102.16,138.78
2037/05/29,110.27,112.13,101.54,98.64,101.69,111.13,111.85,119.27,137.41,142.45,144.2,143.87,137.88,138.55,144.54,138.67,155.16,148.66,139.23,148.52,151.72,151.72,151.72,137.4,155.16,98.64,133.51
2037/05/28,110.7,112.22,100.74,91.58,101.04,111.72,112.13,137.27,142.44,182.59,148.6,140.72,130.92,139.39,140.13,139.39,140.29,142.28,140.74,143.31,159.51,142.64,138.91,138.94,182.59,91.58,134.14
2037/05/27,91.81,82.66,82.66,81.77,81.77,88.62,95.78,113.61,138.08,140.46,142.5,140.96,137.86,142.93,145.59,145.19,157.83,142.41,140.96,141.05,140.66,140.72,137.47,137.22,157.83,81.77,126.66
2037/05/26,110.86,92.35,83.24,83.31,82.72,83.24,84.72,78.95,78.67,89.86,90.21,90.49,91.79,106.54,109.83,110.1,114.36,114.45,114.45,146.62,114.83,114.83,114.83,101.3,146.62,78.67,101.43
2037/05/25,112.35,97.74,91.73,91.73,91.73,92.19,92.19,92.49,101.86,109.86,109.56,109.4,107.7,102.68,110.01,110.02,110.09,104.6,113.51,114.48,114.48,114.48,113.89,109.53,114.48,91.73,105.54
2037/05/24,114.71,98.49,92.04,91,90.76,92.51,99.21,101,137.47,137.98,139.43,142.44,141.49,143,144.11,144.92,163.28,142.03,142.42,144.92,142.59,158.74,142.06,142.09,163.28,90.76,129.93
2037/05/23,114.62,110.53,101.88,94.98,94.98,101.64,101.73,114.43,113.38,137.55,138.22,137.96,133.18,137.62,139.87,138.35,142.99,142.99,142.99,157.82,157.82,157.82,141.13,141.13,157.82,94.98,130.25
2037/05/22,114.62,114.71,98.97,95.11,95.11,101.86,114.46,113.6,138.72,142.52,137.4,142.23,135.68,135.68,142.54,137.06,140.63,141.57,141.98,149.1,156.48,156.48,140.13,140.13,156.48,95.11,131.25
2037/05/21,114.71,114.71,99.14,91.74,95.28,102.03,114.62,113.6,140.42,138.82,138.79,138.82,138.82,138.81,138.82,138.82,149.03,142.33,156.35,145.52,156.35,138.82,138.79,137.18,156.35,91.74,130.66
2037/05/20,92.97,89.65,89.24,89.24,92.97,92.97,96.19,113.89,139.14,143.02,148.08,153.05,139.12,141.02,145.22,147.09,152.09,151.12,151.12,151.12,158.56,131.19,127.69,114.34,158.56,89.24,127.4
2037/05/19,109.5,92.52,92.55,92.59,92.58,92.58,94.74,92.11,92.11,114.27,114.36,113.98,113.8,113.8,113.8,113.61,110.8,139.8,141.78,140.64,138.41,134.66,114.27,105.28,141.78,92.11,112.25
2037/05/18,114.99,107.81,107.81,107.81,113.72,114.48,114.48,107.46,107.24,114.13,142.5,115.07,142.94,114.36,142.73,142.61,114.36,142.56,142.55,137.05,142.52,142.21,114.48,114.48,142.94,107.24,123.7
2037/05/17,112.5,112.02,93.45,91.77,101.71,104.68,113.66,114.99,139.48,139.84,142.44,133.34,143,132.84,146.73,146.73,146.73,138.94,137.22,137.22,139.23,137.22,139.15,137.22,146.73,91.77,128.47
2037/05/16,105.05,91.07,90.7,91.3,94.59,105.05,105.05,113.98,134.65,140.34,135.67,132.33,132.23,146.21,146.21,134.88,146.21,159.48,133.45,135.81,135.57,130.03,124.65,113.6,159.48,90.7,124.18
2037/05/15,110.8,105.11,93.04,91.41,105.11,105.11,93.27,85.46,91.02,106.98,107.46,107.22,107.24,107.8,115.76,115.76,114.27,102.85,114.27,114.57,114.27,142.95,114.27,107.3,142.95,85.46,107.9
2037/05/14,115.08,102.53,91.52,91.52,99.62,115.36,115.08,114.71,139.03,139.23,154.11,133.45,153.44,133.45,144.28,148.47,152.48,142.07,158.98,159.41,159.14,158.84,157.22,142.85,159.41,91.52,134.99
2037/05/13,97.18,89.24,83.22,82.66,83.22,91.31,104.06,114.26,138.14,138.2,133.51,138.14,133.35,133.51,154.05,133.51,143.5,137.22,141.97,139.24,139.36,139.48,150.07,150.07,154.05,82.66,125.65
2037/05/12,95.89,83.24,82.72,82.72,91.71,95.89,100.77,98.28,82.72,91.2,118.07,114.65,112.58,90.95,90.89,90.95,90.57,97.03,98.85,118.95,118.99,110.79,110.79,98.94,118.99,82.72,99.15
2037/05/11,115.85,98.58,91.92,90.32,96.22,115.64,140.33,96.22,84.88,92.62,113.42,109.89,146.08,114.57,146.53,115.04,115.23,115.23,140.36,140.54,140.54,140.54,115.89,140.54,146.53,84.88,118.21
2037/05/10,141.92,114.95,103.59,103.86,103.59,114.56,115.27,114.99,138.37,138.5,134.09,132.86,132.03,132.53,134.09,133.41,134.95,139.1,134.09,134.09,133.4,141.8,141.8,142.1,142.1,103.59,129.1
2037/05/09,126.44,115.86,115.86,95.82,113.76,125.53,129.12,129.52,150.76,156.91,141.06,135.12,113.79,132.29,138.36,134.54,132.82,137.22,137.22,140.89,140.53,148.74,148.74,149.56,156.91,95.82,133.45
2037/05/08,133.77,115.54,115.48,115.48,115.48,115.63,136.32,154.51,154.06,145.64,135.29,136.15,136.41,136.16,136.16,138.14,153.6,153.6,154.06,155.08,155.08,154.06,154.06,154.06,155.08,115.48,140.59
2037/05/07,126.18,126.18,126.18,126.18,126.18,107.48,113.89,115.27,141.16,153.22,142.44,140.89,133,140.89,141.45,142.11,163.28,152.89,154.63,144.08,140.89,138.49,138.49,138.32,163.28,107.48,136.66
2037/05/06,108.05,91.51,91.51,91.51,91.51,91.51,92.25,113.52,138.17,139.12,139.83,155.79,139,153.96,153.96,154.02,161.22,152.14,153.03,153.19,153.19,153.19,153.19,153.19,161.22,91.51,134.38
2037/05/05,114.43,95.32,93.05,91.03,91.15,90.99,91.49,91.16,91.16,91.49,110.03,94.1,104.6,106.12,136.65,133.02,134.94,144.79,144.81,144.86,144.82,144.86,144.79,144.77,144.86,90.99,116.6
2037/05/04,139.09,138.94,138.94,138.84,138.95,139.16,139.21,143.13,105.2,124.18,139.21,139.14,192.34,139.18,139.18,145.74,145.59,138.85,138.87,139.16,156.82,155.54,155.77,138.92,192.34,105.2,142.23
